code,name,enname,pct_chg_exact,limit_up_count,up_count,up_true_count,limit_up_used,open,high,low,close,pre_close,change,amplitude,vol,amount,sector,turnover_rate,volume_ratio,ma_3,pct_chg_3,ma_5,pct_chg_5,ma_10,pct_chg_10
300151,昌红科技,"Shenzhen Changhong Technology Co.,Ltd.",1.1,0,3,1,False,8.2,8.29,8.08,8.28,8.19,0.09,2.56,21603.5,17773.974,GEB,0.7527,0.71,8.16,7.53,7.99,7.25,7.82,9.52
300185,通裕重工,"Tongyu Heavy Industry Co., Ltd.",1.16,0,3,0,False,1.73,1.75,1.71,1.75,1.73,0.02,2.31,138412.59,23996.963,GEB,0.5086,1.72,1.73,2.34,1.72,3.55,1.71,1.74
300196,长海股份,"Jiangsu Changhai Composite Materials Co., Ltd",3.14,0,3,1,False,8.92,9.21,8.91,9.19,8.91,0.28,3.37,40380.4,36824.141,GEB,1.6034,2.19,8.97,5.03,8.89,5.63,8.72,8.37
300197,铁汉生态,"Shenzhen Techand Ecology & Environment Co.,Ltd.",1.0,0,2,0,False,3.01,3.05,3.0,3.04,3.01,0.03,1.66,87484.43,26492.824,GEB,0.5249,1.13,3.02,1.33,3.02,1.0,3.02,-0.65
300207,欣旺达,"Sunwoda Electronic Co.,Ltd",0.26,0,2,2,False,15.45,15.45,14.7,15.39,15.35,0.04,4.89,344515.99,516110.468,GEB,2.4918,1.35,15.21,2.6,15.21,3.99,15.05,3.22
300214,日科化学,"Shandong Rike Chemical Co.,Ltd.",0.49,0,2,0,False,8.15,8.3,8.02,8.28,8.24,0.04,3.4,52187.71,42640.834,GEB,1.5215,0.82,8.24,0.12,8.28,0.24,8.31,0.0
300221,银禧科技,"Guangdong Silver Age Sci & Tech Co.,Ltd.",10.05,3,3,2,False,5.66,6.02,5.56,6.02,5.47,0.55,8.41,740039.81,432117.801,GEB,18.0181,8.53,5.49,33.19,5.12,34.98,4.85,26.21
300230,永利股份,"Shanghai Yongli Belting Co., Ltd.",1.3,0,3,0,False,3.85,3.91,3.81,3.9,3.85,0.05,2.6,48875.57,18867.253,GEB,0.9003,1.54,3.86,2.09,3.85,2.63,3.83,1.83
300265,通光线缆,"Jiangsu Tongguang Electronic Wire&Cable Co.,Ltd.",0.79,0,3,1,False,7.67,7.7,7.6,7.7,7.64,0.06,1.31,9975.0,7638.292,GEB,0.2962,1.16,7.66,1.72,7.64,2.12,7.6,-1.28
300274,阳光电源,"Sungrow Power Supply Co., Ltd.",1.99,0,3,1,False,10.09,10.38,10.04,10.24,10.04,0.2,3.39,184632.61,188974.009,GEB,1.7183,1.36,10.09,5.13,9.98,6.67,9.87,3.12
300275,梅安森,"Chongqing MAS Sci.&Tech.Co.,Ltd.",2.48,0,2,2,False,11.3,11.78,11.02,11.56,11.28,0.28,6.74,149131.37,170512.576,GEB,12.6825,1.46,11.27,5.0,11.21,3.21,11.06,9.16
300295,三六五网,"Everyday Network Co.,Ltd.",2.94,0,3,0,False,12.22,12.62,12.05,12.62,12.26,0.36,4.65,59939.69,74176.792,GEB,4.0044,1.51,12.38,3.53,12.33,5.61,12.02,8.98
300315,掌趣科技,"Ourpalm Co., Ltd.",1.81,0,2,2,False,5.55,5.66,5.31,5.63,5.53,0.1,6.33,1347834.21,740571.133,GEB,5.1832,0.97,5.49,6.23,5.43,14.66,5.1,14.9
300325,德威新材,"Jiangsu Dewei Advanced Materials Co.,Ltd",2.88,0,3,0,False,3.3,3.65,3.27,3.57,3.47,0.1,10.95,755415.66,257527.243,GEB,7.5812,2.3,3.48,15.53,3.33,17.43,3.2,17.82
300334,津膜科技,"Tianjin Motimo Membrane Technology Co.,Ltd.",0.57,0,2,0,False,7.07,7.12,6.97,7.11,7.07,0.04,2.12,11204.25,7904.211,GEB,0.3837,0.98,7.05,1.57,7.04,1.14,6.95,5.02
300341,麦克奥迪,"Motic (Xiamen) Electric Group Co.,Ltd",10.02,7,8,8,False,13.95,13.95,13.95,13.95,12.68,1.27,0.0,71072.41,99146.011,GEB,1.3946,2.35,12.72,33.11,11.63,61.09,9.58,105.75
300355,蒙草生态,"Inner Mongolia M-Grass Ecology and Environment(Group)Co.,Ltd.",2.24,0,3,0,False,3.13,3.22,3.08,3.2,3.13,0.07,4.47,161447.01,51024.801,GEB,1.302,2.14,3.14,4.23,3.12,4.92,3.1,2.24
300374,恒通科技,"Beijing Hengtong Innovation Luxwood Technology Co., Ltd.",2.0,0,3,3,False,9.02,9.3,8.9,9.16,8.98,0.18,4.45,22811.88,20960.262,GEB,1.3386,2.23,8.99,5.41,8.89,4.81,8.83,7.64
300388,国祯环保,"Anhui Guozhen Environment Protection Technology Joint Stock Co., Limited.",2.3,0,5,1,False,10.01,10.23,10.01,10.23,10.0,0.23,2.2,36221.56,36727.202,GEB,0.6593,1.21,10.06,3.02,10.0,4.6,9.92,4.49
300390,天华超净,"Suzhou Ta&A Ultra Clean Technology Co., Ltd.",1.11,0,3,0,False,5.35,5.52,5.35,5.48,5.42,0.06,3.14,116759.72,63417.412,GEB,3.5816,1.5,5.36,6.2,5.29,6.2,5.18,7.87
300391,康跃科技,"Kangyue Technology Co., Ltd.",1.82,0,6,0,False,6.03,6.17,5.97,6.15,6.04,0.11,3.31,40462.5,24639.79,GEB,1.239,1.15,6.06,2.84,6.01,5.85,5.91,8.27
300407,凯发电气,"Tianjin Keyvia Electric Co., Ltd",1.21,0,2,0,False,7.46,7.58,7.37,7.55,7.46,0.09,2.82,26945.85,20171.892,GEB,1.3623,1.26,7.46,2.17,7.44,3.42,7.33,6.19
300415,伊之密,"Guangdong Yizumi Precision Machinery Co.,Ltd.",1.96,0,7,3,False,8.3,8.5,8.14,8.34,8.18,0.16,4.4,91085.13,75668.217,GEB,3.2763,1.06,8.19,3.86,8.07,8.03,7.78,14.56
300473,德尔股份,"Fuxin Dare Automotive Parts Co., Ltd.",0.82,0,3,2,False,38.9,39.39,38.65,39.15,38.83,0.32,1.91,6963.03,27208.463,GEB,0.6688,0.93,38.92,1.16,38.9,3.19,38.48,4.18
300476,胜宏科技,"Victory Giant Technology (Huizhou)Co.,Ltd.",1.12,0,2,0,False,14.28,14.47,13.89,14.44,14.28,0.16,4.06,64742.7,92044.848,GEB,0.8523,0.86,14.33,0.28,14.42,-0.69,14.7,-5.0
300486,东杰智能,"Shanxi Oriental Material Handling Co., Ltd.",1.89,0,2,2,False,18.0,18.38,17.65,18.33,17.99,0.34,4.06,17324.45,31243.257,GEB,1.1692,0.77,18.09,0.88,18.1,-0.54,17.96,5.59
300490,华自科技,"Hnac Technology Co.,Ltd",0.93,0,2,0,False,10.66,11.23,10.55,10.82,10.72,0.1,6.34,70032.9,75936.202,GEB,2.9857,1.39,10.61,3.34,10.54,5.46,10.78,-4.5
300506,名家汇,"Shenzhen Minkave Technology Co., Ltd.",2.11,0,3,2,False,8.08,8.34,8.0,8.24,8.07,0.17,4.21,57337.85,47159.001,GEB,1.4321,1.68,8.11,3.26,8.09,2.87,8.05,-3.96
300527,中国应急,"China Harzone Industry Corp., Ltd",0.62,0,3,0,False,11.02,11.38,11.0,11.28,11.21,0.07,3.39,137694.54,154332.601,GEB,1.5068,1.18,11.2,4.83,11.03,5.72,10.86,6.72
300548,博创科技,"Broadex Technologies Co., Ltd.",1.83,0,2,0,False,59.87,63.0,57.04,61.76,60.65,1.11,9.83,18287.55,112016.394,GEB,2.2121,1.07,60.9,0.49,60.85,13.11,57.3,18.77
300575,中旗股份,"Jiangsu Flag Chemical Industry Co.,Ltd.",1.9,0,2,4,False,28.58,29.25,28.57,28.93,28.39,0.54,2.4,20317.4,58847.771,GEB,3.2821,0.85,28.53,1.47,28.7,-1.6,28.53,4.37
300580,贝斯特,"Wuxi Best Precision Machinery Co., Ltd",0.56,0,2,0,False,14.1,14.39,13.93,14.29,14.21,0.08,3.24,13557.66,19197.607,GEB,2.0509,1.41,14.17,1.42,14.14,3.25,14.18,-0.49
300637,扬帆新材,"Zhejiang Yangfan New Materials Co., Ltd.",0.42,0,5,1,False,11.96,11.96,11.67,11.93,11.88,0.05,2.44,16170.31,19143.816,GEB,1.2828,0.99,11.88,2.14,11.78,3.83,11.62,6.8
300643,万通智控,"Hamaton Automotive Technology Co.,Ltd.",0.98,0,3,1,False,11.24,11.96,10.98,11.29,11.18,0.11,8.77,182936.22,209084.846,GEB,21.8471,1.25,11.12,9.08,10.84,10.15,10.56,7.93
300670,大烨智能,"Jiangsu Daybright Intelligent Electric Co.,Ltd",0.59,0,2,0,False,8.3,8.54,8.3,8.46,8.41,0.05,2.85,14477.2,12217.006,GEB,1.0311,0.78,8.42,-0.12,8.48,-0.47,8.44,-1.4
300675,建科院,"Shenzhen Institute of Building Research Co.,Ltd.",1.45,0,3,0,False,15.71,16.53,15.3,16.05,15.82,0.23,7.77,72067.87,116313.947,GEB,8.934,1.29,15.86,4.09,15.72,13.11,14.94,18.89
300702,天宇股份,"Zhejiang Tianyu Pharmaceutical Co., Ltd.",3.05,0,2,0,False,41.01,42.86,39.76,42.6,41.34,1.26,7.5,49489.49,203657.896,GEB,9.3276,2.13,41.52,4.51,41.17,8.56,40.38,7.58
300727,润禾材料,"Ningbo Runhe High-Tech Materials Co.,Ltd.",1.18,0,3,0,False,14.34,14.65,14.24,14.56,14.39,0.17,2.85,9049.52,13070.91,GEB,2.345,1.31,14.44,1.75,14.39,3.63,14.23,3.12
300747,锐科激光,"Wuhan Raycus Fiber Laser Technologies Co., Ltd.",0.55,0,2,1,False,100.0,101.0,97.85,99.54,99.0,0.54,3.18,16055.65,160482.393,GEB,1.6315,1.11,98.78,1.77,98.01,4.51,96.43,4.03
300750,宁德时代,"Contemporary Amperex Technology Co., Limited",3.83,0,3,3,False,81.35,83.65,81.0,83.58,80.5,3.08,3.29,280837.68,2324168.795,GEB,2.3353,1.57,80.41,9.54,78.89,14.7,76.24,13.41
300769,德方纳米,"Shenzhen Dynanonic Co.,Ltd",1.54,0,3,0,False,81.62,85.58,80.51,84.48,83.2,1.28,6.09,12981.97,108453.885,GEB,12.144,1.76,83.21,4.71,82.21,6.47,81.17,7.81
600000,浦发银行,"Shanghai Pudong Development Bank Co.,Ltd.",0.67,0,2,2,False,12.03,12.14,12.0,12.07,11.99,0.08,1.17,251532.56,303962.341,SH,0.0895,0.78,12.01,0.25,12.06,-1.39,12.13,-1.79
600010,包钢股份,"Inner Mongolia Baotou Steel Union Co.,Ltd",3.08,0,3,0,False,1.29,1.36,1.29,1.34,1.3,0.04,5.38,4088811.04,545067.009,SH,1.2908,2.46,1.31,5.51,1.3,5.51,1.27,5.51
600011,华能国际,"Huaneng Power International,Inc.",1.36,0,6,2,False,5.88,5.96,5.88,5.95,5.87,0.08,1.36,241684.1,143374.271,SH,0.2198,1.2,5.89,3.66,5.82,7.59,5.69,4.94
600012,皖通高速,Anhui Expressway Company Limited,1.8,0,2,0,False,5.55,5.66,5.53,5.65,5.55,0.1,2.34,29961.68,16811.618,SH,0.257,1.87,5.58,2.17,5.58,0.89,5.59,1.07
600015,华夏银行,"Hua Xia Bank Co.,Limited",0.94,0,2,0,False,7.41,7.5,7.4,7.48,7.41,0.07,1.35,217469.0,162356.662,SH,0.1696,1.73,7.43,0.67,7.45,-0.13,7.47,-0.66
600017,日照港,"Rizhao Port Co.,Ltd.",1.79,0,3,0,False,2.8,2.85,2.79,2.85,2.8,0.05,2.14,147717.14,41821.72,SH,0.4803,2.38,2.81,2.52,2.81,1.79,2.81,0.71
600018,上港集团,"Shanghai International Port (Group) Co., Ltd.",1.8,0,2,0,False,5.55,5.66,5.51,5.65,5.55,0.1,2.7,167035.23,93710.9,SH,0.0721,1.63,5.58,1.62,5.59,1.62,5.59,-0.7
600019,宝钢股份,"Baoshan Iron & Steel Co.,Ltd.",4.73,0,2,2,False,5.6,5.81,5.56,5.76,5.5,0.26,4.55,2107810.22,1202209.51,SH,0.9537,1.8,5.55,7.06,5.48,9.3,5.41,5.11
600021,上海电力,"SHANGHAI ELECTRIC POWER CO.,LTD",0.55,0,3,2,False,7.3,7.32,7.2,7.3,7.26,0.04,1.65,47429.92,34453.371,SH,0.2021,0.82,7.25,2.38,7.22,2.38,7.21,1.11
600022,山东钢铁,Shandong Iron and Steel Company Ltd,5.88,0,3,1,False,1.37,1.46,1.37,1.44,1.36,0.08,6.62,1502542.76,213407.34,SH,1.3726,3.21,1.38,7.46,1.37,6.67,1.36,5.88
600023,浙能电力,"Zhejiang Zheneng Electric Power CO.,LTD",1.84,0,3,0,False,3.79,3.88,3.79,3.87,3.8,0.07,2.37,193914.16,74532.892,SH,0.1426,1.89,3.81,3.2,3.79,3.75,3.77,1.84
600026,中远海能,"COSCO SHIPPING Energy Transportation Co., Ltd.",1.54,0,7,0,False,5.83,5.95,5.82,5.94,5.85,0.09,2.22,149453.84,88349.826,SH,0.5462,1.09,5.87,4.21,5.79,5.32,5.71,4.95
600027,华电国际,Huadian Power International Corporation Limited,1.92,0,3,0,False,3.64,3.72,3.64,3.71,3.64,0.07,2.2,379278.26,140217.775,SH,0.5422,1.45,3.64,5.7,3.59,6.3,3.58,1.92
600039,四川路桥,"Sichuan Road&Bridge Co.,Ltd",1.87,0,3,1,False,3.21,3.26,3.19,3.26,3.2,0.06,2.19,187065.31,60557.749,SH,0.5411,2.36,3.22,2.52,3.21,2.19,3.21,1.87
600048,保利地产,"Poly Developments and Holdings Group Co., Ltd.",3.34,0,2,2,False,14.45,15.01,14.44,14.85,14.37,0.48,3.97,1194584.8,1769638.726,SH,1.0012,1.84,14.5,3.41,14.47,5.02,14.3,5.17
600060,海信电器,"Qingdao Hisense Electronics Co.,Ltd.",1.71,0,3,4,False,9.37,9.66,9.31,9.49,9.33,0.16,3.75,165566.97,156229.214,SH,1.2653,1.53,9.27,6.99,9.12,7.35,9.07,5.33
600068,葛洲坝,China Gezhouba Group Company Limited,1.96,0,3,0,False,6.1,6.3,6.08,6.24,6.12,0.12,3.59,621865.95,387344.969,SH,1.3505,2.21,6.12,5.23,6.06,4.7,5.96,9.09
600083,博信股份,"Jiangsu Boxin Investing & Holdings Co.,Ltd",0.72,0,2,0,False,20.88,21.2,20.5,21.03,20.88,0.15,3.35,30029.0,62709.922,SH,1.3171,0.63,20.92,-1.22,21.15,-2.19,21.32,3.75
600094,大名城,Greattown Holdings Ltd.,0.97,0,2,0,False,6.15,6.29,6.06,6.22,6.16,0.06,3.73,383473.94,237763.021,SH,1.6844,0.99,6.17,0.65,6.18,1.97,6.35,-7.58
600105,永鼎股份,JIANGSU ETERN COMPANY LIMITED,10.03,2,2,2,False,4.25,4.39,4.05,4.39,3.99,0.4,8.52,774848.49,326822.478,SH,6.2575,7.24,4.0,19.95,3.88,21.27,3.76,17.38
600106,重庆路桥,"Chongqing Road&Bridge Co.,Ltd",1.37,0,2,1,False,2.93,2.96,2.9,2.96,2.92,0.04,2.05,45507.2,13350.38,SH,0.3767,2.13,2.93,1.37,2.93,1.37,2.93,1.37
600110,诺德股份,"Nuode Investment Co.,Ltd",0.71,0,3,0,False,4.2,4.37,4.11,4.24,4.21,0.03,6.18,730232.55,309357.004,SH,6.3481,3.59,4.09,11.29,3.99,11.58,3.92,7.61
600117,西宁特钢,"Xining Special Steel Co.,Ltd",9.67,0,3,1,True,3.35,3.64,3.33,3.63,3.31,0.32,9.37,349289.06,124109.076,SH,4.7124,7.44,3.37,14.51,3.3,14.51,3.23,14.51
600118,中国卫星,"China Spacesat Co.,Ltd.",0.15,0,3,1,False,20.44,20.45,20.1,20.36,20.33,0.03,1.72,35452.58,72004.766,SH,0.2998,1.11,20.34,0.44,20.32,1.14,20.26,-0.59
600121,郑州煤电,"Zhengzhou Coal Industry & Electric Power Co.,Ltd.",10.04,1,6,0,False,2.37,2.63,2.35,2.63,2.39,0.24,11.72,495319.43,127578.124,SH,4.0653,6.97,2.43,17.41,2.35,20.09,2.26,21.2
600123,兰花科创,"Shanxi Lanhua Sci-Tech Venture Co.,Ltd",3.23,0,6,1,False,6.22,6.44,6.22,6.4,6.2,0.2,3.55,264482.79,168092.106,SH,2.3152,5.05,6.26,4.4,6.2,5.44,6.14,5.44
600139,西部资源,"Sichuan Western Resources Holding Co., Ltd",3.4,0,2,1,False,3.25,3.35,3.19,3.35,3.24,0.11,4.94,243587.99,80120.054,SH,3.6802,2.21,3.26,4.04,3.23,7.72,3.18,7.72
600155,华创阳安,"Polaris Bay Group Co.,Ltd.",1.49,0,3,0,False,12.12,12.35,11.73,12.3,12.12,0.18,5.12,220131.23,265545.501,SH,1.9511,1.16,12.1,4.59,12.0,3.8,11.88,4.15
600157,永泰能源,"Wintime Energy Co.,Ltd.",6.34,0,2,0,False,1.41,1.55,1.41,1.51,1.42,0.09,9.86,3426816.34,512671.73,SH,2.7578,3.95,1.44,7.09,1.42,11.85,1.39,10.22
600159,大龙地产,"Beijing Dalong Weiye Real Estate Development Co.,Ltd",1.63,0,3,0,False,2.45,2.49,2.43,2.49,2.45,0.04,2.45,36986.73,9131.071,SH,0.4456,1.04,2.46,4.62,2.43,6.41,2.4,5.06
600165,新日恒力,"Ningxia Xinri Hengli Steel Wire Rope Co., Ltd",2.23,0,2,0,False,4.04,4.16,4.04,4.13,4.04,0.09,2.97,144623.18,59127.008,SH,2.1116,2.18,4.07,2.23,4.05,5.09,3.98,4.29
600169,太原重工,"Taiyuan Heavy Industry Co.,Ltd.",2.21,0,3,2,False,2.27,2.34,2.24,2.31,2.26,0.05,4.42,128877.61,29562.231,SH,0.5027,1.84,2.27,4.05,2.26,4.52,2.23,4.05
600175,美都能源,MeiDu Energy Corporation,3.41,0,5,0,False,1.76,1.85,1.75,1.82,1.76,0.06,5.68,440458.77,79337.008,SH,1.2315,1.74,1.78,4.6,1.76,8.33,1.74,5.81
600185,格力地产,"Gree Real Estate Co.,Ltd",3.28,0,2,0,False,4.88,5.07,4.86,5.04,4.88,0.16,4.3,53757.65,26794.108,SH,0.2609,1.91,4.92,3.49,4.91,2.86,4.96,-1.18
600188,兖州煤业,Yanzhou Coal Mining Company Limited,7.71,0,3,2,False,9.27,10.02,9.27,9.92,9.21,0.71,8.14,608486.03,589896.62,SH,2.0558,3.34,9.43,8.53,9.32,7.46,9.35,6.63
600202,哈空调,"Harbin Air Conditioning Co.,Ltd.",1.07,0,2,0,False,4.69,4.74,4.61,4.74,4.69,0.05,2.77,16036.01,7513.306,SH,0.4183,1.15,4.7,1.28,4.71,1.72,4.71,1.28
600219,南山铝业,"Shandong Nanshan Aluminium Co., Ltd.",3.3,0,2,0,False,2.12,2.19,2.11,2.19,2.12,0.07,3.77,1079431.9,233523.522,SH,1.1029,3.21,2.14,4.29,2.12,4.78,2.11,4.78
600220,江苏阳光,"Jiangsu Sunshine Co.,Ltd.",1.4,0,3,2,False,2.15,2.17,2.12,2.17,2.14,0.03,2.34,45907.14,9850.784,SH,0.2574,1.44,2.15,2.84,2.13,4.33,2.12,2.84
600221,海航控股,"Hainan Airlines Holding Co., Ltd.",1.81,0,2,0,False,1.66,1.7,1.66,1.69,1.66,0.03,2.41,580108.32,97635.872,SH,0.3529,1.99,1.67,2.42,1.66,2.42,1.66,0.6
600230,沧州大化,"Cangzhou Dahua Co.,Ltd",7.67,0,3,0,False,9.5,10.26,9.42,10.25,9.52,0.73,8.82,162529.61,162238.654,SH,3.9462,3.92,9.74,9.86,9.61,10.22,9.45,10.33
600231,凌钢股份,"Lingyuan Iron & Steel Co.,Ltd.",7.06,0,3,1,False,2.71,2.9,2.71,2.88,2.69,0.19,7.06,319695.48,90832.692,SH,1.1537,6.51,2.73,9.92,2.69,9.92,2.66,9.09
600236,桂冠电力,"Guangxi Guiguan Electric Power Co.,Ltd.",0.63,0,3,0,False,4.77,4.82,4.75,4.8,4.77,0.03,1.47,41549.58,19917.178,SH,0.0527,1.0,4.77,1.48,4.76,0.84,4.72,4.58
600246,万通地产,"Beijing Vantone Real Estate Co.,Ltd",2.4,0,3,0,False,4.17,4.3,4.17,4.27,4.17,0.1,3.12,59961.85,25482.741,SH,0.2919,1.97,4.19,6.75,4.13,8.1,4.05,3.89
600256,广汇能源,"Guanghui Energy Co.,Ltd.",2.17,0,3,0,False,3.23,3.3,3.23,3.3,3.23,0.07,2.17,264034.73,86328.156,SH,0.3919,2.13,3.25,2.8,3.24,3.12,3.22,3.12
600258,首旅酒店,"BTG Hotels (Group) Co., Ltd.",1.43,0,2,0,False,17.38,17.8,16.88,17.75,17.5,0.25,5.26,72704.92,126594.646,SH,1.164,1.29,17.41,2.66,17.42,1.14,17.64,-2.04
600266,城建发展,"Beijing Urban Construction Investment & Development Co.,Ltd.",1.27,0,2,0,False,7.85,8.08,7.85,7.97,7.87,0.1,2.92,145572.78,116061.403,SH,0.7741,1.32,7.86,2.44,7.81,4.59,7.73,4.87
600268,国电南自,"Guodian Nanjing Automation Co.,Ltd",1.75,0,3,0,False,5.0,5.37,4.88,5.22,5.13,0.09,9.55,250094.82,127233.385,SH,3.937,1.99,5.14,13.23,4.93,14.22,4.78,12.74
600280,中央商场,"Nanjing Central Emporium (Group) Stocks Co.,Ltd.",3.55,0,3,2,False,2.84,3.06,2.8,2.92,2.82,0.1,9.22,110916.69,32399.471,SH,0.9659,2.69,2.84,6.96,2.8,8.55,2.79,0.34
600282,南钢股份,"Nanjing Iron & Steel Co.,Ltd.",5.49,0,6,2,False,3.34,3.51,3.33,3.46,3.28,0.18,5.49,1007159.87,345642.858,SH,2.2743,3.19,3.31,8.81,3.26,10.9,3.16,14.95
600283,钱江水利,"Qian Jiang Water Resources Development Co.,Ltd",3.46,0,2,0,False,9.69,10.18,9.63,10.18,9.84,0.34,5.59,46662.32,46816.361,SH,1.3219,1.7,9.85,4.2,9.85,8.64,9.77,3.04
600291,西水股份,"Xishui Strong Year Co.,Ltd Inner Mongolia",0.97,0,3,0,False,8.23,8.34,8.16,8.34,8.26,0.08,2.18,60457.11,49964.632,SH,0.5531,1.2,8.27,2.33,8.25,2.58,8.23,1.58
600295,鄂尔多斯,"Inner Mongolia Eerduosi Resources Co.,Ltd.",1.42,0,2,1,False,8.48,8.74,8.41,8.55,8.43,0.12,3.91,122827.28,105561.973,SH,2.007,2.77,8.43,2.4,8.39,4.91,8.26,3.76
600300,维维股份,"V V Food & Beverage Co.,Ltd.",1.77,0,2,0,False,2.83,2.89,2.82,2.88,2.83,0.05,2.47,127309.11,36393.952,SH,0.7614,1.57,2.84,2.49,2.83,3.97,2.81,1.41
600307,酒钢宏兴,"Gansu Jiu Steel Group Hongxing Iron & Steel Co.,Ltd.",4.64,0,3,0,False,1.93,2.07,1.93,2.03,1.94,0.09,7.22,1075795.75,216857.04,SH,1.7176,3.24,1.97,8.56,1.93,9.14,1.88,10.33
600309,万华化学,"Wanhua Chemical Group Co.,Ltd.",4.33,0,3,0,False,46.8,49.15,46.8,48.9,46.87,2.03,5.01,350420.41,1699085.106,SH,2.4612,3.72,47.38,6.3,46.85,7.0,46.5,6.56
600312,平高电气,"Henan Pinggao Electric Co.,Ltd",1.59,0,3,0,False,6.26,6.39,6.26,6.38,6.28,0.1,2.07,56792.93,35990.582,SH,0.4185,0.92,6.31,2.08,6.31,2.24,6.3,-0.93
600317,营口港,"Yingkou Port Liability Co.,Ltd",0.4,0,3,0,False,2.47,2.49,2.46,2.49,2.48,0.01,1.21,50609.98,12544.583,SH,0.0782,1.38,2.48,1.22,2.48,-0.4,2.49,-1.58
600322,天房发展,"Tianjin Realty Development(Group) Co.,Ltd.",2.01,0,2,2,False,3.0,3.06,2.98,3.05,2.99,0.06,2.68,60975.21,18446.361,SH,0.5515,1.89,3.0,2.69,3.0,3.04,2.99,2.35
600338,西藏珠峰,"Tibet Summit Resources Co., Ltd.",10.01,1,2,0,False,10.19,11.21,10.16,11.21,10.19,1.02,10.3,390940.2,428697.695,SH,4.2763,4.54,10.43,12.89,10.2,16.77,9.9,17.14
600339,中油工程,"China Petroleum Engineering Co., Ltd.",1.56,0,3,0,False,3.19,3.26,3.18,3.25,3.2,0.05,2.5,276790.73,89499.13,SH,1.7832,1.7,3.21,3.5,3.19,2.2,3.21,-2.99
600346,恒力石化,"Hengli Petrochemical Co.,Ltd.",0.57,0,3,0,False,14.03,14.12,13.66,14.11,14.03,0.08,3.28,144751.33,202068.443,SH,0.3125,0.96,14.05,0.86,14.1,-0.35,14.25,-5.74
600348,阳泉煤业,"Yang Quan Coal Industry (Group) Co., Ltd.",4.47,0,6,0,False,5.14,5.38,5.14,5.37,5.14,0.23,4.67,403633.78,214344.664,SH,1.6783,4.3,5.2,5.5,5.16,6.76,5.1,5.92
600369,西南证券,"Southwest Securities Co.,Ltd.",0.7,0,2,0,False,4.28,4.34,4.28,4.33,4.3,0.03,1.4,121025.61,52235.032,SH,0.2144,1.07,4.3,0.93,4.31,0.46,4.31,-1.37
600375,华菱星马,"Hualing Xingma Automobile (Group) Co.,Ltd.",1.32,0,3,0,False,4.5,4.59,4.45,4.59,4.53,0.06,3.09,45424.18,20564.42,SH,0.8174,1.32,4.53,3.15,4.5,4.32,4.46,5.03
600376,首开股份,"Beijing Capital Development Co.,Ltd.",1.44,0,3,0,False,7.62,7.75,7.56,7.73,7.62,0.11,2.49,121733.12,93244.545,SH,0.4719,1.34,7.63,3.07,7.59,4.04,7.56,0.13
